414,7
413,7
66,3
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
65,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,4
80,4
81,4
82,4
83,4
84,4
85,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,5
110,5
111,5
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
146,6
125,6
137,6
138,6
415,7
147,6
148,6
131,6
416,7
150,6
151,6
135,6
152,6
153,6
417,7
418,7
419,7
420,7
421,7
422,7
423,7
424,7
425,7
426,29
427,29
428,29
429,29
430,29
431,29
171,8
172,8
173,8
174,8
175,8
176,8
177,8
178,8
179,8
182,8
181,8
183,8
184,8
185,8
186,8
187,8
188,8
189,8
190,8
191,8
192,8
193,8
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,9
203,9
204,10
205,10
206,10
207,10
208,10
209,10
210,10
211,10
212,10
213,10
214,11
215,11
216,11
217,11
218,11
219,11
220,11
221,11
222,12
223,12
224,12
225,12
226,12
227,12
228,12
229,12
230,12
231,12
232,12
233,12
234,12
235,12
236,12
237,12
238,12
239,12
240,12
241,12
242,12
243,12
244,12
245,12
246,13
247,13
248,13
249,13
250,13
251,13
252,13
253,13
254,13
255,13
256,13
257,13
258,13
259,13
260,14
261,14
262,14
263,14
264,14
265,14
266,14
267,14
268,14
269,14
270,14
271,14
272,14
275,15
276,15
277,15
278,15
279,15
280,15
281,15
282,15
283,15
284,15
285,15
286,15
287,15
288,15
289,15
290,16
291,16
292,16
293,16
294,16
295,16
296,16
297,16
298,16
299,16
300,16
301,16
302,16
303,16
304,16
325,18
313,18
307,18
314,18
328,18
315,18
311,18
316,18
317,18
319,18
320,18
329,18
322,18
327,18
330,18
331,18
332,18
333,19
334,19
335,19
336,19
337,19
338,19
339,19
340,19
341,19
342,19
343,19
344,19
345,19
533,80
534,80
528,80
535,80
536,80
537,80
532,80
538,80
539,80
540,80
542,81
543,81
544,81
545,81
546,81
512,79
513,79
514,79
515,79
516,79
517,79
518,79
519,79
520,79
521,79
379,22
380,22
381,22
382,22
383,22
384,22
385,22
386,22
387,22
388,22
389,22
390,22
391,22
392,22
393,22
394,23
395,23
396,23
397,23
398,23
399,23
400,23
401,23
402,23
403,23
404,23
405,23
406,23
407,23
408,23
409,23
410,23
411,23
412,23
432,29
433,29
434,29
435,29
436,29
437,29
438,29
326,18
508,78
522,79
523,13
547,81
548,81
612,87
613,87
614,87
615,87
616,87
617,87
618,87
619,87
620,87
621,87
622,87
623,88
624,88
625,88
626,88
627,88
628,88
629,88
630,88
631,88
632,88
633,88
549,9
550,82
551,82
552,82
553,82
554,82
555,82
556,82
557,82
558,82
559,82
560,82
561,83
562,83
563,83
564,83
565,83
566,83
567,83
568,83
569,83
570,83
571,83
572,83
573,83
574,83
575,83
576,83
577,83
578,83
579,83
580,83
581,83
582,83
583,83
584,83
585,83
586,83
587,83
588,83
589,83
595,84
596,84
597,84
598,84
599,84
600,85
601,85
602,85
603,85
604,85
605,85
606,85
607,85
608,85
609,85
610,85
611,85
